Postcode;Plaatsnaam;Deelgemeente;Hoofdgemeente;Provincie
7040;Blaregnies;Ja;QUÉVY;Henegouwen
7040;Bougnies;Ja;QUÉVY;Henegouwen
7040;Genly;Ja;QUÉVY;Henegouwen
7040;Goegnies-Chaussée;Ja;QUÉVY;Henegouwen
7040;QUÉVY;Neen;QUÉVY;Henegouwen
7040;Quévy-Le-Grand;Ja;QUÉVY;Henegouwen
7040;Quévy-Le-Petit;Ja;QUÉVY;Henegouwen
7041;Givry;Ja;QUÉVY;Henegouwen
7041;Havay;Ja;QUÉVY;Henegouwen
7050;Erbaut;Ja;JURBISE;Henegouwen
7050;Erbisoeul;Ja;JURBISE;Henegouwen
7050;Herchies;Ja;JURBISE;Henegouwen
7050;JURBISE;Neen;JURBISE;Henegouwen
7050;Masnuy-Saint-Jean;Ja;JURBISE;Henegouwen
7050;Masnuy-Saint-Pierre;Ja;JURBISE;Henegouwen
7060;Horrues;Ja;SOIGNIES;Henegouwen
7060;SOIGNIES;Neen;SOIGNIES;Henegouwen
7061;Casteau;Ja;SOIGNIES;Henegouwen
7061;Thieusies;Ja;SOIGNIES;Henegouwen
7062;Naast;Ja;SOIGNIES;Henegouwen
7063;Chaussée-Notre-Dame-Louvignies;Ja;SOIGNIES;Henegouwen
7063;Neufvilles;Ja;SOIGNIES;Henegouwen
7070;Gottignies;Ja;LE ROEULX;Henegouwen
7070;LE ROEULX;Neen;LE ROEULX;Henegouwen
7070;Mignault;Ja;LE ROEULX;Henegouwen
7070;Thieu;Ja;LE ROEULX;Henegouwen
7070;Ville-Sur-Haine;Ja;LE ROEULX;Henegouwen
7080;Eugies;Ja;FRAMERIES;Henegouwen
7080;FRAMERIES;Neen;FRAMERIES;Henegouwen
7080;La Bouverie;Ja;FRAMERIES;Henegouwen
7080;Noirchain;Ja;FRAMERIES;Henegouwen
7080;Sars-La-Bruyère;Ja;FRAMERIES;Henegouwen
7090;BRAINE-LE-COMTE;Neen;BRAINE-LE-COMTE;Henegouwen
7090;Hennuyères;Ja;BRAINE-LE-COMTE;Henegouwen
7090;Henripont;Ja;BRAINE-LE-COMTE;Henegouwen
7090;Petit-Roeulx-Lez-Braine;Ja;BRAINE-LE-COMTE;Henegouwen
7090;Ronquières;Ja;BRAINE-LE-COMTE;Henegouwen
7090;Steenkerque;Ja;BRAINE-LE-COMTE;Henegouwen
7100;Haine-Saint-Paul;Ja;LA LOUVIÈRE;Henegouwen
7100;Haine-Saint-Pierre;Ja;LA LOUVIÈRE;Henegouwen
7100;LA LOUVIÈRE;Neen;LA LOUVIÈRE;Henegouwen
7100;Saint-Vaast;Ja;LA LOUVIÈRE;Henegouwen
7100;Trivières;Ja;LA LOUVIÈRE;Henegouwen
7110;Boussoit;Ja;LA LOUVIÈRE;Henegouwen
7110;Houdeng-Aimeries;Ja;LA LOUVIÈRE;Henegouwen
7110;Houdeng-Goegnies;Ja;LA LOUVIÈRE;Henegouwen
7110;Maurage;Ja;LA LOUVIÈRE;Henegouwen
7110;Strépy-Bracquegnies;Ja;LA LOUVIÈRE;Henegouwen
7120;Croix-Lez-Rouveroy;Ja;ESTINNES;Henegouwen
7120;ESTINNES;Neen;ESTINNES;Henegouwen
7120;Estinnes-Au-Mont;Ja;ESTINNES;Henegouwen
7120;Estinnes-Au-Val;Ja;ESTINNES;Henegouwen
7120;Fauroeulx;Ja;ESTINNES;Henegouwen
7120;Haulchin;Ja;ESTINNES;Henegouwen
7120;Peissant;Ja;ESTINNES;Henegouwen
7120;Rouveroy;Ja;ESTINNES;Henegouwen
7120;Vellereille-Le-Sec;Ja;ESTINNES;Henegouwen
7120;Vellereille-Les-Brayeux;Ja;ESTINNES;Henegouwen
7130;Battignies;Ja;BINCHE;Henegouwen
7130;BINCHE;Neen;BINCHE;Henegouwen
7130;Bray;Ja;BINCHE;Henegouwen
7131;Waudrez;Ja;BINCHE;Henegouwen
7133;Buvrinnes;Ja;BINCHE;Henegouwen
7134;Epinois;Ja;BINCHE;Henegouwen
7134;Leval-Trahegnies;Ja;BINCHE;Henegouwen
7134;Péronnes-Lez-Binche;Ja;BINCHE;Henegouwen
7134;Ressaix;Ja;BINCHE;Henegouwen
7140;MORLANWELZ;Neen;MORLANWELZ;Henegouwen
7140;Morlanwelz-Mariemont;Ja;MORLANWELZ;Henegouwen
7141;Carnières;Ja;MORLANWELZ;Henegouwen
7141;Mont-Sainte-Aldegonde;Ja;MORLANWELZ;Henegouwen
7160;CHAPELLE-LEZ-HERLAIMONT;Neen;CHAPELLE-LEZ-HERLAIMONT;Henegouwen
7160;Godarville;Ja;CHAPELLE-LEZ-HERLAIMONT;Henegouwen
7160;Piéton;Ja;CHAPELLE-LEZ-HERLAIMONT;Henegouwen
7170;Bellecourt;Ja;MANAGE;Henegouwen
7170;Bois-D'Haine;Ja;MANAGE;Henegouwen
7170;Fayt-Lez-Manage;Ja;MANAGE;Henegouwen
7170;La Hestre;Ja;MANAGE;Henegouwen
7170;MANAGE;Neen;MANAGE;Henegouwen
7180;SENEFFE;Neen;SENEFFE;Henegouwen
7181;Arquennes;Ja;SENEFFE;Henegouwen
7181;Familleureux;Ja;SENEFFE;Henegouwen
7181;Feluy;Ja;SENEFFE;Henegouwen
7181;Petit-Roeulx-Lez-Nivelles;Ja;SENEFFE;Henegouwen
7190;ECAUSSINNES;Neen;ECAUSSINNES;Henegouwen
7190;Ecaussinnes-D'Enghien;Ja;ECAUSSINNES;Henegouwen
7190;Marche-Lez-Ecaussinnes;Ja;ECAUSSINNES;Henegouwen
7191;Ecaussinnes-Lalaing;Ja;ECAUSSINNES;Henegouwen
7300;BOUSSU;Neen;BOUSSU;Henegouwen
7301;Hornu;Ja;BOUSSU;Henegouwen
7320;BERNISSART;Neen;BERNISSART;Henegouwen
7321;Blaton;Ja;BERNISSART;Henegouwen
7321;Harchies;Ja;BERNISSART;Henegouwen
7322;Pommeroeul;Ja;BERNISSART;Henegouwen
7322;Ville-Pommeroeul;Ja;BERNISSART;Henegouwen
7330;SAINT-GHISLAIN;Neen;SAINT-GHISLAIN;Henegouwen
7331;Baudour;Ja;SAINT-GHISLAIN;Henegouwen
7332;Neufmaison;Ja;SAINT-GHISLAIN;Henegouwen
7332;Sirault;Ja;SAINT-GHISLAIN;Henegouwen
7333;Tertre;Ja;SAINT-GHISLAIN;Henegouwen
7334;Hautrage;Ja;SAINT-GHISLAIN;Henegouwen
7334;Villerot;Ja;SAINT-GHISLAIN;Henegouwen
7340;COLFONTAINE;Neen;COLFONTAINE;Henegouwen
7340;Pâturages;Ja;COLFONTAINE;Henegouwen
7340;Warquignies;Ja;COLFONTAINE;Henegouwen
7340;Wasmes;Ja;COLFONTAINE;Henegouwen
7350;Hainin;Ja;HENSIES;Henegouwen
7350;HENSIES;Neen;HENSIES;Henegouwen
7350;Montroeul-Sur-Haine;Ja;HENSIES;Henegouwen
7350;Thulin;Ja;HENSIES;Henegouwen
7370;Blaugies;Ja;DOUR;Henegouwen
7370;DOUR;Neen;DOUR;Henegouwen
7370;Elouges;Ja;DOUR;Henegouwen
7370;Wihéries;Ja;DOUR;Henegouwen
7380;Baisieux;Ja;QUIÉVRAIN;Henegouwen
7380;QUIÉVRAIN;Neen;QUIÉVRAIN;Henegouwen
7382;Audregnies;Ja;QUIÉVRAIN;Henegouwen
7387;Angre;Ja;HONNELLES;Henegouwen
7387;Angreau;Ja;HONNELLES;Henegouwen
7387;Athis;Ja;HONNELLES;Henegouwen
7387;Autreppe;Ja;HONNELLES;Henegouwen
7387;Erquennes;Ja;HONNELLES;Henegouwen
7387;Fayt-Le-Franc;Ja;HONNELLES;Henegouwen
7387;HONNELLES;Neen;HONNELLES;Henegouwen
7387;Marchipont;Ja;HONNELLES;Henegouwen
7387;Montignies-Sur-Roc;Ja;HONNELLES;Henegouwen
7387;Onnezies;Ja;HONNELLES;Henegouwen
7387;Roisin;Ja;HONNELLES;Henegouwen
7390;QUAREGNON;Neen;QUAREGNON;Henegouwen
7390;Wasmuel;Ja;QUAREGNON;Henegouwen
7500;Ere;Ja;TOURNAI;Henegouwen
7500;Saint-Maur;Ja;TOURNAI;Henegouwen
7500;TOURNAI;Neen;TOURNAI;Henegouwen
7501;Orcq;Ja;TOURNAI;Henegouwen
7502;Esplechin;Ja;TOURNAI;Henegouwen
7503;Froyennes;Ja;TOURNAI;Henegouwen
7504;Froidmont;Ja;TOURNAI;Henegouwen
7506;Willemeau;Ja;TOURNAI;Henegouwen
7510;3 Suisses;;3 Suisses;
7511;Vitrine Magique;;Vitrine Magique;
7512;Yves Rocher;;Yves Rocher;
7513;Yves Rocher;;Yves Rocher;
7520;Ramegnies-Chin;Ja;TOURNAI;Henegouwen
7520;Templeuve;Ja;TOURNAI;Henegouwen
7521;Chercq;Ja;TOURNAI;Henegouwen
7522;Blandain;Ja;TOURNAI;Henegouwen
7522;Hertain;Ja;TOURNAI;Henegouwen
7522;Lamain;Ja;TOURNAI;Henegouwen
7522;Marquain;Ja;TOURNAI;Henegouwen
7530;Gaurain-Ramecroix;Ja;TOURNAI;Henegouwen
7531;Havinnes;Ja;TOURNAI;Henegouwen
7532;Béclers;Ja;TOURNAI;Henegouwen
7533;Thimougies;Ja;TOURNAI;Henegouwen
7534;Barry;Ja;TOURNAI;Henegouwen
7534;Maulde;Ja;TOURNAI;Henegouwen
7536;Vaulx;Ja;TOURNAI;Henegouwen
7538;Vezon;Ja;TOURNAI;Henegouwen
7540;Kain;Ja;TOURNAI;Henegouwen
7540;Melles;Ja;TOURNAI;Henegouwen
7540;Quartes;Ja;TOURNAI;Henegouwen
7540;Rumillies;Ja;TOURNAI;Henegouwen
7542;Mont-Saint-Aubert;Ja;TOURNAI;Henegouwen
7543;Mourcourt;Ja;TOURNAI;Henegouwen
7548;Warchin;Ja;TOURNAI;Henegouwen
7600;PÉRUWELZ;Neen;PÉRUWELZ;Henegouwen
7601;Roucourt;Ja;PÉRUWELZ;Henegouwen
7602;Bury;Ja;PÉRUWELZ;Henegouwen
7603;Bon-Secours;Ja;PÉRUWELZ;Henegouwen
7604;Baugnies;Ja;PÉRUWELZ;Henegouwen
7604;Braffe;Ja;PÉRUWELZ;Henegouwen
7604;Brasménil;Ja;PÉRUWELZ;Henegouwen
7604;Callenelle;Ja;PÉRUWELZ;Henegouwen
7604;Wasmes-Audemez-Briffoeil;Ja;PÉRUWELZ;Henegouwen
7608;Wiers;Ja;PÉRUWELZ;Henegouwen
7610;RUMES;Neen;RUMES;Henegouwen
7611;La Glanerie;Ja;RUMES;Henegouwen
7618;Taintignies;Ja;RUMES;Henegouwen
7620;Bléharies;Ja;BRUNEHAUT;Henegouwen
7620;BRUNEHAUT;Neen;BRUNEHAUT;Henegouwen
7620;Guignies;Ja;BRUNEHAUT;Henegouwen
7620;Hollain;Ja;BRUNEHAUT;Henegouwen
7620;Jollain-Merlin;Ja;BRUNEHAUT;Henegouwen
7620;Wez-Velvain;Ja;BRUNEHAUT;Henegouwen
7621;Lesdain;Ja;BRUNEHAUT;Henegouwen
7622;Laplaigne;Ja;BRUNEHAUT;Henegouwen
7623;Rongy;Ja;BRUNEHAUT;Henegouwen
7624;Howardries;Ja;BRUNEHAUT;Henegouwen
7640;ANTOING;Neen;ANTOING;Henegouwen
7640;Maubray;Ja;ANTOING;Henegouwen
7640;Péronnes-Lez-Antoing;Ja;ANTOING;Henegouwen
7641;Bruyelle;Ja;ANTOING;Henegouwen
7642;Calonne;Ja;ANTOING;Henegouwen
7643;Fontenoy;Ja;ANTOING;Henegouwen
7700;Luingne;Ja;MOESKROEN;Henegouwen
7700;MOESKROEN;Neen;MOESKROEN;Henegouwen
7711;Dottenijs;Ja;MOESKROEN;Henegouwen
7712;Herseaux;Ja;MOESKROEN;Henegouwen
7730;Bailleul;Ja;ESTAIMPUIS;Henegouwen
7730;Estaimbourg;Ja;ESTAIMPUIS;Henegouwen
7730;ESTAIMPUIS;Neen;ESTAIMPUIS;Henegouwen
7730;Evregnies;Ja;ESTAIMPUIS;Henegouwen
7730;Leers-Nord;Ja;ESTAIMPUIS;Henegouwen
7730;Néchin;Ja;ESTAIMPUIS;Henegouwen
7730;Saint-Léger;Ja;ESTAIMPUIS;Henegouwen
7740;PECQ;Neen;PECQ;Henegouwen
7740;Warcoing;Ja;PECQ;Henegouwen
7742;Hérinnes-Lez-Pecq;Ja;PECQ;Henegouwen
7743;Esquelmes;Ja;PECQ;Henegouwen
7743;Obigies;Ja;PECQ;Henegouwen
7750;Amougies;Ja;MONT-DE-L'ENCLUS;Henegouwen
7750;Anseroeul;Ja;MONT-DE-L'ENCLUS;Henegouwen
7750;MONT-DE-L'ENCLUS;Neen;MONT-DE-L'ENCLUS;Henegouwen
7750;Orroir;Ja;MONT-DE-L'ENCLUS;Henegouwen
7750;Russeignies;Ja;MONT-DE-L'ENCLUS;Henegouwen
7760;CELLES;Neen;CELLES;Henegouwen
7760;Escanaffles;Ja;CELLES;Henegouwen
7760;Molenbaix;Ja;CELLES;Henegouwen
7760;Popuelles;Ja;CELLES;Henegouwen
7760;Pottes;Ja;CELLES;Henegouwen
7760;Velaines;Ja;CELLES;Henegouwen
7780;Komen;Ja;KOMEN-WAASTEN;Henegouwen
7780;KOMEN-WAASTEN;Neen;KOMEN-WAASTEN;Henegouwen
7781;Houthem;Ja;KOMEN-WAASTEN;Henegouwen
7782;Ploegsteert;Ja;KOMEN-WAASTEN;Henegouwen
7783;Bizet;Ja;KOMEN-WAASTEN;Henegouwen
7784;Neerwaasten;Ja;KOMEN-WAASTEN;Henegouwen
7784;Waasten;Ja;KOMEN-WAASTEN;Henegouwen
7800;ATH;Neen;ATH;Henegouwen
7800;Lanquesaint;Ja;ATH;Henegouwen
7801;Irchonwelz;Ja;ATH;Henegouwen
7802;Ormeignies;Ja;ATH;Henegouwen
7803;Bouvignies;Ja;ATH;Henegouwen
7804;Ostiches;Ja;ATH;Henegouwen
7804;Rebaix;Ja;ATH;Henegouwen
7810;Maffle;Ja;ATH;Henegouwen
7811;Arbre;Ja;ATH;Henegouwen
7812;Houtaing;Ja;ATH;Henegouwen
7812;Ligne;Ja;ATH;Henegouwen
7812;Mainvault;Ja;ATH;Henegouwen
7812;Moulbaix;Ja;ATH;Henegouwen
7812;Villers-Notre-Dame;Ja;ATH;Henegouwen
7812;Villers-Saint-Amand;Ja;ATH;Henegouwen
7822;Ghislenghien;Ja;ATH;Henegouwen
7822;Isières;Ja;ATH;Henegouwen
7822;Meslin-L'Evêque;Ja;ATH;Henegouwen
7823;Gibecq;Ja;ATH;Henegouwen
7830;Bassilly;Ja;SILLY;Henegouwen
7830;Fouleng;Ja;SILLY;Henegouwen
7830;Gondregnies;Ja;SILLY;Henegouwen
7830;Graty;Ja;SILLY;Henegouwen
7830;Hellebecq;Ja;SILLY;Henegouwen
7830;Hoves;Ja;SILLY;Henegouwen
7830;SILLY;Neen;SILLY;Henegouwen
7830;Thoricourt;Ja;SILLY;Henegouwen
7850;EDINGEN;Neen;EDINGEN;Henegouwen
7850;Lettelingen;Ja;EDINGEN;Henegouwen
7850;Mark;Ja;EDINGEN;Henegouwen
7860;LESSINES;Neen;LESSINES;Henegouwen
7861;Papignies;Ja;LESSINES;Henegouwen
7861;Wannebecq;Ja;LESSINES;Henegouwen
7862;Ogy;Ja;LESSINES;Henegouwen
7863;Ghoy;Ja;LESSINES;Henegouwen
7864;Deux-Acren;Ja;LESSINES;Henegouwen
7866;Bois-De-Lessines;Ja;LESSINES;Henegouwen
7866;Ollignies;Ja;LESSINES;Henegouwen
7870;Bauffe;Ja;LENS;Henegouwen
7870;Cambron-Saint-Vincent;Ja;LENS;Henegouwen
7870;LENS;Neen;LENS;Henegouwen
7870;Lombise;Ja;LENS;Henegouwen
7870;Montignies-Lez-Lens;Ja;LENS;Henegouwen
7880;VLOESBERG;Neen;VLOESBERG;Henegouwen
7890;ELLEZELLES;Neen;ELLEZELLES;Henegouwen
7890;Lahamaide;Ja;ELLEZELLES;Henegouwen
7890;Wodecq;Ja;ELLEZELLES;Henegouwen
7900;Grandmetz;Ja;LEUZE-EN-HAINAUT;Henegouwen
7900;LEUZE-EN-HAINAUT;Neen;LEUZE-EN-HAINAUT;Henegouwen
7901;Thieulain;Ja;LEUZE-EN-HAINAUT;Henegouwen
7903;Blicquy;Ja;LEUZE-EN-HAINAUT;Henegouwen
7903;Chapelle-À-Oie;Ja;LEUZE-EN-HAINAUT;Henegouwen
7903;Chapelle-À-Wattines;Ja;LEUZE-EN-HAINAUT;Henegouwen
7904;Pipaix;Ja;LEUZE-EN-HAINAUT;Henegouwen
7904;Tourpes;Ja;LEUZE-EN-HAINAUT;Henegouwen
7904;Willaupuis;Ja;LEUZE-EN-HAINAUT;Henegouwen
7906;Gallaix;Ja;LEUZE-EN-HAINAUT;Henegouwen
7910;Anvaing;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7910;Arc-Ainières;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7910;Arc-Wattripont;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7910;Cordes;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7910;Ellignies-Lez-Frasnes;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7910;Forest;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7910;FRASNES-LEZ-ANVAING;Neen;FRASNES-LEZ-ANVAING;Henegouwen
7910;Wattripont;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Buissenal;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Frasnes-Lez-Buissenal;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Hacquegnies;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Herquegies;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Montroeul-Au-Bois;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Moustier;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7911;Oeudeghien;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7912;Dergneau;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7912;Saint-Sauveur;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7940;BRUGELETTE;Neen;BRUGELETTE;Henegouwen
7940;Cambron-Casteau;Ja;BRUGELETTE;Henegouwen
7941;Attre;Ja;BRUGELETTE;Henegouwen
7942;Mévergnies-Lez-Lens;Ja;BRUGELETTE;Henegouwen
7943;Gages;Ja;BRUGELETTE;Henegouwen
7950;CHIÈVRES;Neen;CHIÈVRES;Henegouwen
7950;Grosage;Ja;CHIÈVRES;Henegouwen
7950;Huissignies;Ja;CHIÈVRES;Henegouwen
7950;Ladeuze;Ja;CHIÈVRES;Henegouwen
7950;Tongre-Saint-Martin;Ja;CHIÈVRES;Henegouwen
7951;Tongre-Notre-Dame;Ja;CHIÈVRES;Henegouwen
7970;BELOEIL;Neen;BELOEIL;Henegouwen
7971;Basècles;Ja;BELOEIL;Henegouwen
7971;Ramegnies;Ja;BELOEIL;Henegouwen
7971;Thumaide;Ja;BELOEIL;Henegouwen
7971;Wadelincourt;Ja;BELOEIL;Henegouwen
7972;Aubechies;Ja;BELOEIL;Henegouwen
7972;Ellignies-Sainte-Anne;Ja;BELOEIL;Henegouwen
7972;Quevaucamps;Ja;BELOEIL;Henegouwen
7973;Grandglise;Ja;BELOEIL;Henegouwen
7973;Stambruges;Ja;BELOEIL;Henegouwen
8000;BRUGGE;Neen;BRUGGE;West-Vlaanderen
8000;Koolkerke;Ja;BRUGGE;West-Vlaanderen
8020;Hertsberge;Ja;OOSTKAMP;West-Vlaanderen
8020;OOSTKAMP;Neen;OOSTKAMP;West-Vlaanderen
8020;Ruddervoorde;Ja;OOSTKAMP;West-Vlaanderen
8020;Waardamme;Ja;OOSTKAMP;West-Vlaanderen
8200;Sint-Andries;Ja;BRUGGE;West-Vlaanderen
8200;Sint-Michiels;Ja;BRUGGE;West-Vlaanderen
8210;Loppem;Ja;ZEDELGEM;West-Vlaanderen
8210;Veldegem;Ja;ZEDELGEM;West-Vlaanderen
8210;ZEDELGEM;Neen;ZEDELGEM;West-Vlaanderen
8211;Aartrijke;Ja;ZEDELGEM;West-Vlaanderen
8300;Knokke;Ja;KNOKKE-HEIST;West-Vlaanderen
8300;KNOKKE-HEIST;Neen;KNOKKE-HEIST;West-Vlaanderen
8300;Westkapelle;Ja;KNOKKE-HEIST;West-Vlaanderen
8301;Heist-Aan-Zee;Ja;KNOKKE-HEIST;West-Vlaanderen
8301;Ramskapelle;Ja;KNOKKE-HEIST;West-Vlaanderen
8310;Assebroek;Ja;BRUGGE;West-Vlaanderen
8310;Sint-Kruis;Ja;BRUGGE;West-Vlaanderen
8340;DAMME;Neen;DAMME;West-Vlaanderen
8340;Hoeke;Ja;DAMME;West-Vlaanderen
8340;Lapscheure;Ja;DAMME;West-Vlaanderen
8340;Moerkerke;Ja;DAMME;West-Vlaanderen
8340;Oostkerke;Ja;DAMME;West-Vlaanderen
8340;Sijsele;Ja;DAMME;West-Vlaanderen
8370;BLANKENBERGE;Neen;BLANKENBERGE;West-Vlaanderen
8370;Uitkerke;Ja;BLANKENBERGE;West-Vlaanderen
8377;Houtave;Ja;ZUIENKERKE;West-Vlaanderen
8377;Meetkerke;Ja;ZUIENKERKE;West-Vlaanderen
8377;Nieuwmunster;Ja;ZUIENKERKE;West-Vlaanderen
8377;ZUIENKERKE;Neen;ZUIENKERKE;West-Vlaanderen
8380;Dudzele;Ja;BRUGGE;West-Vlaanderen
8380;Lissewege;Ja;BRUGGE;West-Vlaanderen
8380;Zeebrugge;Ja;BRUGGE;West-Vlaanderen
8400;OOSTENDE;Neen;OOSTENDE;West-Vlaanderen
8400;Stene;Ja;OOSTENDE;West-Vlaanderen
8400;Zandvoorde;Ja;OOSTENDE;West-Vlaanderen
8420;DE HAAN;Neen;DE HAAN;West-Vlaanderen
8420;Klemskerke;Ja;DE HAAN;West-Vlaanderen
8420;Wenduine;Ja;DE HAAN;West-Vlaanderen
8421;Vlissegem;Ja;DE HAAN;West-Vlaanderen
8430;MIDDELKERKE;Neen;MIDDELKERKE;West-Vlaanderen
8431;Wilskerke;Ja;MIDDELKERKE;West-Vlaanderen
8432;Leffinge;Ja;MIDDELKERKE;West-Vlaanderen
8433;Mannekensvere;Ja;MIDDELKERKE;West-Vlaanderen
8433;Schore;Ja;MIDDELKERKE;West-Vlaanderen
8433;Sint-Pieters-Kapelle;Ja;MIDDELKERKE;West-Vlaanderen
8433;Slijpe;Ja;MIDDELKERKE;West-Vlaanderen
8434;Lombardsijde;Ja;MIDDELKERKE;West-Vlaanderen
8434;Westende;Ja;MIDDELKERKE;West-Vlaanderen
8450;BREDENE;Neen;BREDENE;West-Vlaanderen
8460;Ettelgem;Ja;OUDENBURG;West-Vlaanderen
8460;OUDENBURG;Neen;OUDENBURG;West-Vlaanderen
8460;Roksem;Ja;OUDENBURG;West-Vlaanderen
8460;Westkerke;Ja;OUDENBURG;West-Vlaanderen
8470;GISTEL;Neen;GISTEL;West-Vlaanderen
8470;Moere;Ja;GISTEL;West-Vlaanderen
8470;Snaaskerke;Ja;GISTEL;West-Vlaanderen
8470;Zevekote;Ja;GISTEL;West-Vlaanderen
8480;Bekegem;Ja;ICHTEGEM;West-Vlaanderen
8480;Eernegem;Ja;ICHTEGEM;West-Vlaanderen
8480;ICHTEGEM;Neen;ICHTEGEM;West-Vlaanderen
8490;JABBEKE;Neen;JABBEKE;West-Vlaanderen
8490;Snellegem;Ja;JABBEKE;West-Vlaanderen
8490;Stalhille;Ja;JABBEKE;West-Vlaanderen
8490;Varsenare;Ja;JABBEKE;West-Vlaanderen
8490;Zerkegem;Ja;JABBEKE;West-Vlaanderen
8500;KORTRIJK;Neen;KORTRIJK;West-Vlaanderen
8501;Bissegem;Ja;KORTRIJK;West-Vlaanderen
8501;Heule;Ja;KORTRIJK;West-Vlaanderen
8510;Bellegem;Ja;KORTRIJK;West-Vlaanderen
8510;Kooigem;Ja;KORTRIJK;West-Vlaanderen
8510;Marke;Ja;KORTRIJK;West-Vlaanderen
8510;Rollegem;Ja;KORTRIJK;West-Vlaanderen
8511;Aalbeke;Ja;KORTRIJK;West-Vlaanderen
8520;KUURNE;Neen;KUURNE;West-Vlaanderen
8530;HARELBEKE;Neen;HARELBEKE;West-Vlaanderen
8531;Bavikhove;Ja;HARELBEKE;West-Vlaanderen
8531;Hulste;Ja;HARELBEKE;West-Vlaanderen
8540;DEERLIJK;Neen;DEERLIJK;West-Vlaanderen
8550;ZWEVEGEM;Neen;ZWEVEGEM;West-Vlaanderen
8551;Heestert;Ja;ZWEVEGEM;West-Vlaanderen
8552;Moen;Ja;ZWEVEGEM;West-Vlaanderen
8553;Otegem;Ja;ZWEVEGEM;West-Vlaanderen
8554;Sint-Denijs;Ja;ZWEVEGEM;West-Vlaanderen
8560;Gullegem;Ja;WEVELGEM;West-Vlaanderen
8560;Moorsele;Ja;WEVELGEM;West-Vlaanderen
8560;WEVELGEM;Neen;WEVELGEM;West-Vlaanderen
8570;ANZEGEM;Neen;ANZEGEM;West-Vlaanderen
8570;Gijzelbrechtegem;Ja;ANZEGEM;West-Vlaanderen
8570;Ingooigem;Ja;ANZEGEM;West-Vlaanderen
8570;Vichte;Ja;ANZEGEM;West-Vlaanderen
8572;Kaster;Ja;ANZEGEM;West-Vlaanderen
8573;Tiegem;Ja;ANZEGEM;West-Vlaanderen
8580;AVELGEM;Neen;AVELGEM;West-Vlaanderen
8581;Kerkhove;Ja;AVELGEM;West-Vlaanderen
8581;Waarmaarde;Ja;AVELGEM;West-Vlaanderen
8582;Outrijve;Ja;AVELGEM;West-Vlaanderen
8583;Bossuit;Ja;AVELGEM;West-Vlaanderen
8587;Helkijn;Ja;SPIERE-HELKIJN;West-Vlaanderen
8587;Spiere;Ja;SPIERE-HELKIJN;West-Vlaanderen
8587;SPIERE-HELKIJN;Neen;SPIERE-HELKIJN;West-Vlaanderen
8600;Beerst;Ja;DIKSMUIDE;West-Vlaanderen
8600;DIKSMUIDE;Neen;DIKSMUIDE;West-Vlaanderen
8600;Driekapellen;Ja;DIKSMUIDE;West-Vlaanderen
8600;Esen;Ja;DIKSMUIDE;West-Vlaanderen
8600;Kaaskerke;Ja;DIKSMUIDE;West-Vlaanderen
8600;Keiem;Ja;DIKSMUIDE;West-Vlaanderen
8600;Lampernisse;Ja;DIKSMUIDE;West-Vlaanderen
8600;Leke;Ja;DIKSMUIDE;West-Vlaanderen
8600;Nieuwkapelle;Ja;DIKSMUIDE;West-Vlaanderen
8600;Oostkerke;Ja;DIKSMUIDE;West-Vlaanderen
8600;Oudekapelle;Ja;DIKSMUIDE;West-Vlaanderen
8600;Pervijze;Ja;DIKSMUIDE;West-Vlaanderen
8600;Sint-Jacobs-Kapelle;Ja;DIKSMUIDE;West-Vlaanderen
8600;Stuivekenskerke;Ja;DIKSMUIDE;West-Vlaanderen
8600;Vladslo;Ja;DIKSMUIDE;West-Vlaanderen
8600;Woumen;Ja;DIKSMUIDE;West-Vlaanderen
8610;Handzame;Ja;KORTEMARK;West-Vlaanderen
8610;KORTEMARK;Neen;KORTEMARK;West-Vlaanderen
8610;Werken;Ja;KORTEMARK;West-Vlaanderen
8610;Zarren;Ja;KORTEMARK;West-Vlaanderen
8620;NIEUWPOORT;Neen;NIEUWPOORT;West-Vlaanderen
8620;Ramskapelle;Ja;NIEUWPOORT;West-Vlaanderen
8620;Sint-Joris;Ja;NIEUWPOORT;West-Vlaanderen
8630;Avekapelle;Ja;VEURNE;West-Vlaanderen
8630;Booitshoeke;Ja;VEURNE;West-Vlaanderen
8630;Bulskamp;Ja;VEURNE;West-Vlaanderen
8630;De Moeren;Ja;VEURNE;West-Vlaanderen
